"Title"	"country"	"ISO2"	"Link"	"latitude"	"longitude"
"A Phase III, Randomized, Double-Blind, Multicenter Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Patients With Severe COVID-19 Pneumonia"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04409262"	-14.235004	-51.92528
"Outcomes in Patients With Acute Encephalopathy and SARS-Cov-2 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04320472"	-14.235004	-51.92528
"Outcomes in Patients With Acute Encephalopathy and SARS-Cov-2 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04320472"	-14.235004	-51.92528
"A phase 2/3, randomized, double blind, placebo-controlled study to evaluate the
efficacy and the safety of ABX464 in treating inflammation and preventing COVID-19
associated acute respiratory failure in patients aged = 65 and patients aged =18 with
at least one additional risk factor who are infected with SARS-CoV-2. (the MiR-AGE
study).
"	"Brazil"	"BR"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001673-75"	-14.235004	-51.92528
"An Adaptive Phase 3, Randomized, Double-blind, Placebo-controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04327388"	-14.235004	-51.92528
"An Adaptive Phase 3, Randomized, Double-blind, Placebo-controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04327388"	-14.235004	-51.92528
"Effects of digital home exercise programs on physical and mental well-being during the COVID-19 pandemic: a multi-center trial - ASAP: Activity and health during the SARS-CoV2 pandemic"	"Brazil"	"BR"	"http://www.drks.de/DRKS00021273"	-14.235004	-51.92528
"A PHASE 2, OPEN LABEL, RANDOMIZED STUDY OF THE EFFICACY AND SAFETY OF
ACALABRUTINIB WITH BEST SUPPORTIVE CARE VERSUS BEST SUPPORTIVE CARE IN
SUBJECTS HOSPITALIZED WITH COVID-19
"	"Brazil"	"BR"	"https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=018-20"	-14.235004	-51.92528
"A RANDOMIZED, DOUBLE-BLIND, PLACEBO- CONTROLLED, MULTICENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF TOCILIZUMAB IN HOSPITALIZED PATIENTS WITH COVID-19 PNEUMONIA"	"Brazil"	"BR"	"https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=027-20"	-14.235004	-51.92528
"An international randomised trial of additional treatments for COVID-19 in
hospitalised patients who are all receiving the local standard of care - SOLIDARITY TRIAL"	"Brazil"	"BR"	"http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42897"	-14.235004	-51.92528
"A Phase 2/3, Randomized, Double Blind, Placebo-controlled Study to Evaluate the Efficacy and the Safety of ABX464 in Treating Inflammation and Preventing COVID-19 Associated Acute Respiratory Failure in Patients Aged = 65 and Patients Aged =18 With at Least One Additional Risk Factor Who Are Infected With SARS-CoV-2."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04393038"	-14.235004	-51.92528
"A Phase 2/3, Randomized, Double Blind, Placebo-controlled Study to Evaluate the Efficacy and the Safety of ABX464 in Treating Inflammation and Preventing COVID-19 Associated Acute Respiratory Failure in Patients Aged = 65 and Patients Aged =18 With at Least One Additional Risk Factor Who Are Infected With SARS-CoV-2."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04393038"	-14.235004	-51.92528
"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Phase 3 Study of Baricitinib in Patients With COVID-19 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04421027"	-14.235004	-51.92528
"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Phase 3 Study of Baricitinib in Patients With COVID-19 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04421027"	-14.235004	-51.92528
"A Prospective Study of Acute Immune Responses to SARSCoV-2 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04431414"	-14.235004	-51.92528
"A Prospective Study of Acute Immune Responses to SARSCoV-2 Infection"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04431414"	-14.235004	-51.92528
"Impact of Tele-Interventions During the COVID-19 Pandemic on Glycemic Control and Attitude Toward the Disease in Patients With Diabetes Mellitus - A Randomized Clinical Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04344210"	-14.235004	-51.92528
"Open, Multicentric, Non Randomized, Exploratory Clinical Trial to Assess the Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Acute Respiratory Syndrome (COVID-19) Caused by SARS-CoV-2 Virus"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04329572"	-14.235004	-51.92528
"Open Label, Multicentric, Non Randomized, Exploratory Clinical Trial to Assess the Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Mild Acute Respiratory Syndrome (COVID-19) Caused by SARS-CoV-2 Virus"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04348474"	-14.235004	-51.92528
"Treatment of Acute Respiratory Syndrome Resulting From the Inflammatory Process of COVID-19 Infection Using Methotrexate-loaded Nanoparticles: A Phase I/II Study"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04352465"	-14.235004	-51.92528
"COVID-19: BCG As Therapeutic Vaccine, Transmission Limitation, and Immunoglobulin Enhancement"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04369794"	-14.235004	-51.92528
"Robot Assisted Percutaneous Cardiovascular Intervention as a Strategy to Reduce or Risk of Intra-Procedure Contamination by COVID-19 and Other Respiratory Viruses"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04379453"	-14.235004	-51.92528
"Characteristics and Outcomes of Patients With COVID-19 Admitted to the ICU"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04378582"	-14.235004	-51.92528
"Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 and Increased Inflammatory Markers: a Phase III Randomized Clinical Trial (COVID-19 Coalition Brazil VI) (TOCIBRAS)"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04403685"	-14.235004	-51.92528
"Muscle Mass and Strength as Predictors of Time to Medical Discharge and Mortality in Patients Hospitalized With COVID-19: A Prospective Observational Study"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04406233"	-14.235004	-51.92528
"An Open-label, Randomized Controlled Trial of Hydroxychloroquine and Azithromycin for COVID-19 Infection on Hospitalized, Noncritical Patients"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04322123"	-14.235004	-51.92528
"Investigation of Systemic Microvascular Flow and Reactivity in Patients Presenting in the Acute Phase of Coronavirus Disease-19."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04406545"	-14.235004	-51.92528
"Short and Long Term Assessment of Lung Function, Exercise Capacity and Health-Related Quality of Life in Survivors of Severe COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04410107"	-14.235004	-51.92528
"COVID-19 Prophylaxis With Hydroxychloroquine Associated With Zinc For High-Risk Healthcare Workers Involved In Suspected, or Confirmed Cases of COVID-19."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04384458"	-14.235004	-51.92528
"""Hydroxychloroquine and Lopinavir/ Ritonavir for Hospitalization and Mortality Reduction in Patients With COVID-19 and Mild Disease Symptoms: """"The Hope Coalition"""""""	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04403100"	-14.235004	-51.92528
"Treatment of Patients With COVID-19 With Convalescent Plasma Transfusion: a Multicenter, Open-labeled, Randomized and Controlled Study"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04415086"	-14.235004	-51.92528
"Exploratory Clinical Study to Assess the Efficacy of NestaCell<U+00AE> Mesenchymal Stem Cell to Treat Patients With Severe COVID-19 Pneumonia"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04315987"	-14.235004	-51.92528
"Proof of Concept, Multicentre, Parallel, Randomized, Double-blind Clinical Trial to Assess the Safety and Efficacy of Nitazoxanide 600 mg Compared to Placebo in the Treatment of Hospitalized Patients With COVID-19 in Moderate Condition."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04348409"	-14.235004	-51.92528
"Is Photobiomodulation Therapy (PBMT) Combined With Static Magnetic Field (sMF) Able to Decrease the Intensive Care Unit (ICU) Length of Stay for Patients With COVID-19?"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04386694"	-14.235004	-51.92528
"The Impact of Video Dance Class and Unsupervised Physical Activity on Parkinson's People During the Covid-19 Pandemic: Interventional"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04422353"	-14.235004	-51.92528
"Effect of Home-based Exercise Training Program During the Covid-19 Pandemic in Post-bariatric Patients: A Randomized Controlled Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04425005"	-14.235004	-51.92528
"Assessment of Cerebral Compliance and Hemodynamics in Severe COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04429477"	-14.235004	-51.92528
"A phase III randomized controlled trial to determine safety, efficacy, and immunogenicity of the non-replicating ChAdOx1 nCoV-19 vaccine"	"Brazil"	"BR"	"http://isrctn.com/ISRCTN89951424"	-14.235004	-51.92528
"Phase 2 Clinical Trial to Compare the Efficacy and Safety of Different Doses of Ivermectin in Patients Diagnosed With the New Coronavirus Infection (SARS-CoV-2)"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04431466"	-14.235004	-51.92528
"The Impact of EXercise TRAining, Physical Activity and Sedentary Lifestyle on Clinical Outcomes in Surviving Patients Infected With the Severe Acute Respiratory Syndrome Coronavirus 2: Cross-sectional Study"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04396353"	-14.235004	-51.92528
"Multicentric Pragmatic Randomized Controled Trial to Evaluate the Efficacy Chloroquine or Hydroxychloroquine for Five Days in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04420247"	-14.235004	-51.92528
"Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04434261"	-14.235004	-51.92528
"Utiliza<e7><e3>o da Enoxaparina em Dose Anticoagulante em Pacientes Hospitalizados Com s<ed>ndrome respirat<f3>ria Aguda Grave Por COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04444700"	-14.235004	-51.92528
"Anti-Androgen Treatment for COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04446429"	-14.235004	-51.92528
"Effect of SARS-CoV-2 Infection on Platelet Aggregation and Other Coagulation Parameters"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04447131"	-14.235004	-51.92528
"COVID-19-associated ARDS Treated With DEXamethasone: an Open-label, Randomized, Controlled Trial: CoDEX (Alliance Covid-19 Brasil III)"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04327401"	-14.235004	-51.92528
"Vitamin D Supplementation in Patients With COVID-19: A Randomized, Double-blind, Placebo-controlled Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04449718"	-14.235004	-51.92528
"Evaluation of the Safety and Clinical Efficacy of Hydroxychloroquine Associated With Azithromycin in Patients With Pneumonia Caused by Infection by the SARS-CoV2 Virus - Coalition COVID-19 Brasil II - SEVERE - Patients"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04321278"	-14.235004	-51.92528
"Efficacy of Injectable Methylprednisolone Sodium Succinate in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome Under the New Coronavirus (SARS-CoV2): a Phase IIb, Randomized, Double-blind, Placebo-controlled, Clinical Trial."	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04343729"	-14.235004	-51.92528
"Hydroxychloroquine or Hydroxychloroquine Associated With Azithromycin for Inpatients With Moderate or Severe Lung Disease Due to SARS-CoV-2 (COVID-19)"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04361461"	-14.235004	-51.92528
"Suspension of Angiotensin Receptor Blockers and Angiotensin-converting Enzyme Inhibitors and Adverse Outcomes in Hospitalized Patients With Coronavirus Infection (COVID-19). A Randomized Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04364893"	-14.235004	-51.92528
"Randomized Clinical Trial to Evaluate a Routine Full Anticoagulation Strategy in Patients With Coronavirus (COVID-19) - COALIZAO ACTION Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04394377"	-14.235004	-51.92528
"Double-Blind, Randomized, Placebo-Controlled Phase III Clinical Trial to Evaluate Efficacy and Safety in Healthcare Professionals of the Adsorbed COVID-19 (Inactivated) Vaccine Manufactured by Sinovac"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04456595"	-14.235004	-51.92528
"Clinical Trial using N-acetylcysteine for treatment of 2019-nCoV Pneumonia"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-8969zg/"	-14.235004	-51.92528
"Evaluation of patients treated by telemedicine in the Covid-19 pandemic in Brazil
in a medical clinic in the supplementary health sector in S<e3>o Paulo, Brazil - : MAZZEI MEDICAL CENTER"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-658khm/"	-14.235004	-51.92528
"Effectiveness of a protocol based on rt-pcr and serology tests for sars-cov-2 for the preservation of the healthcare workforce during covid-19 pandemia in Brazil: a parallel group, randomized clinical trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-6w5tbk/"	-14.235004	-51.92528
"Evaluation of the use of Hydroxychlorochine in patients with discrete form of Covid-19: randomized clinical trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-3k4wxb/"	-14.235004	-51.92528
"The role of early acute renal support in the prognosis of patients diagnosed of COVID 19: a randomized clinical trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-3rdhgm/"	-14.235004	-51.92528
"Use of convalescent plasma submitted to pathogen inactivation for the treatment of patients with severe COVID-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-4vm3yy/"	-14.235004	-51.92528
"Acute Kidney Injury in Infectious Coronavirus Disease: a study on incidence, risk factors and mortality"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-62y3h7/"	-14.235004	-51.92528
"Acute and chronic cardiorespiratory changes in COVID-19 hospitalized patients: role of endothelial function and cardiovascular health in clinical-functional outcomes and effect of physical telerehabilitation"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-9y32yy/"	-14.235004	-51.92528
"Open and controlled trial of hydroxychloroquine and azytromicyn use to prevent complications in patients infected by new coronavirus (COVID-19): a randomized controlled trial - Brazil COVID Coalition I Trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-9d8z6m/"	-14.235004	-51.92528
"Mechanical ventilator for use in patients with respiratory failure due to Covid-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-2dxyx4/"	-14.235004	-51.92528
"Evaluation with point-of-care ultrasound in serious patients with COVID-19 - POCUS COVID-19: point-of-care ultrasound for covid-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-43hbks/"	-14.235004	-51.92528
"Full versus prophylactic heparinization for the treatment of severe forms of SARS-Covid-19: clinical, randomized, open and controlled study - HeSAcovid trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-949z6v/"	-14.235004	-51.92528
"Eculizumab for the treatment of Covid-19 severe cases - : Eculizumabe for COVID"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-876qb5/"	-14.235004	-51.92528
"A prospective observational study of vascular complications in critically ill patients with covid-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-4qjzh7/"	-14.235004	-51.92528
"Clinical Characterisation Protocol for Severe Emerging Infections ISARIC/WHO: COVID-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-3zdynp/"	-14.235004	-51.92528
"Brazilian study of patients with Immunomediated Chronic Inflammatory Diseases infected by the new Corona virus 2019 (Severe Acute Respiratory Syndrome Coronavirus 2 - SARS-COV-2) - Reumacov Brasil"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-33ytqc/"	-14.235004	-51.92528
"Evaluation, pulmonary rehabilitation and follow-up of individuals affected by Covid-19 after hospital high - treatment and clinical follow-up"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-4wnx2q/"	-14.235004	-51.92528
"Interaction of food and light synchronization on sleep aspects, cognition and headache in college students during the COVID-19 pandemic"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-5kkpg6/"	-14.235004	-51.92528
"Therapeutic effectiveness of COVID-19 convalescent plasma produced by HEMOPE: a multicenter, randomized and controlled clinical trial - PLAVID-TRIAL: Covid convalescent plasma - Clinical Trial"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-7jqpnw/"	-14.235004	-51.92528
"Use of Anti-IL-17 in patients with the severe acute respiratory syndrome (SARS) associated with Covid-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-5vpyh4/"	-14.235004	-51.92528
"A phase IIb, double-blind, randomized controlled trial to evaluate the efficacy and safety of Naproxen compared to placebo in combination with Azithromycin or Levofloxacin in patients with Severe Acute Respiratory Syndrome during the Covid-19 pandemic"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-3rywwg/"	-14.235004	-51.92528
"Effect of oral supplement use with immunonutrients on inflammatory response in patients with COVID-19
"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-7jrxqm/"	-14.235004	-51.92528
"Cardiorespiratory fitness and neuromuscular performance in recovered Covid-19 patients - CPET: Cardiopulmonary Exercise Test"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-6xqcr4/"	-14.235004	-51.92528
"CoV-Hep study: Randomized and paired clinical trial comparing regional anticoagulation modalities in continuous venous venous hemodialysis in patients with COVID-19"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-45kf9p/"	-14.235004	-51.92528
"A Phase 1b Double-blind, Placebo-controlled, Dose-ranging Study to Evaluate the Safety, Pharmacokinetics, and Anti-viral Effects of Galidesivir Administered Via Intravenous Infusion to Subjects With Yellow Fever or COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT03891420"	-14.235004	-51.92528
"Phase IIb Study to Evaluate the Efficacy and Safety of Chloroquine Diphosphate in the Treatment of Patients With Comorbidities, Without Severe Acute Respiratory Syndrome, Under the New Coronavirus (SARS-CoV2): a Double-blind, Randomized, Placebo-controlled Clinical Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04342650"	-14.235004	-51.92528
"Online, Home-based, Aerobic Training Program Among Adolescents With Chronic Diseases During COVID-19 Pandemic: A Randomized Controlled Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04458246"	-14.235004	-51.92528
"A Multicenter, Prospective, Randomized, Double-Blind, Placebo-Controlled Phase 2 Study to Assess Safety and Efficacy of ANG- 3777 in Patients Hospitalized With Confirmed COVID-19 Pneumonia"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04459676"	-14.235004	-51.92528
"Clinical and Laboratory Predictors of COVID-19 Progression and Maternal and Perinatal Outcomes in Infected Pregnant and Postpartum Women in Six Reference Centers in the Northeast of Brazil"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04462367"	-14.235004	-51.92528
"Pragmatic, Double-blind, Placebo-controlled Randomized Clinical Trial, Evaluating Hydroxychloroquine for Prevention of Hospitalization and Respiratory Complications in Non-hospitalized Patients With Confirmed or Probable COVID-19"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04466540"	-14.235004	-51.92528
"Dynamics of Hemostatic Parameters in COVID-19 and Comparison of Intervention Strategies Through Adaptive Clinical Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04466670"	-14.235004	-51.92528
"Cannabidiol (CBD) in Patients With Mild to Moderate Symptoms of Coronavirus 2019: A Randomized, Double-blind, Placebo-controlled Clinical Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04467918"	-14.235004	-51.92528
"Antiviral Agents Against SARS-CoV-2 Infection: a Randomized, Double Blinded, Placebo Controlled, Multi-arm, Multi-stage Clinical Trial"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04468087"	-14.235004	-51.92528
"Influence of Physical Activity on Psychological Responses During Coronavirus Disease (COVID-19) Pandemic: a Multi-center and Observational Study"	"Brazil"	"BR"	"https://clinicaltrials.gov/show/NCT04352517"	-14.235004	-51.92528
"Observational study of lifestyle modification of adolescents from different countries during confinement by Covid-19"	"Brazil"	"BR"	"http://isrctn.com/ISRCTN14025343"	-14.235004	-51.92528
"Psychological effects of preventive isolation in the COVID-19 pandemic"	"Brazil"	"BR"	"http://www.ensaiosclinicos.gov.br/rg/RBR-9pgwfc/"	-14.235004	-51.92528
"A Phase II, Open Label, Randomized Study of the Efficacy and Safety of Acalabrutinib with best Supportive Care Versus Best Supportive Care in Subjects Hospitalized with COVID-19"	"Brazil"	"BR"	"http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44554"	-14.235004	-51.92528
"Distress And Resilience of healthcare professionals during the COVID-19 pandemic"	"Bulgaria"	"BG"	"http://isrctn.com/ISRCTN13694948"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator<U+0092>s Choice of Standard of Care Therapy, in Patients with Coronavirus Disease 19 - CALVID-1"	"Bulgaria"	"BG"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001264-28"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator<U+0092>s Choice of Standard of Care Therapy, in Patients with Coronavirus Disease 19 - CALVID-1"	"Bulgaria"	"BG"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001264-28"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator<U+0092>s Choice of Standard of Care Therapy, in Patients with Coronavirus Disease 19 - CALVID-1"	"Bulgaria"	"BG"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001264-28"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator's Choice of Standard of Care Therapy, in Patients With Coronavirus Disease 19"	"Bulgaria"	"BG"	"https://clinicaltrials.gov/show/NCT04379271"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator<U+0092>s Choice of Standard of Care Therapy, in Patients with Coronavirus Disease 19 - CALVID-1"	"Bulgaria"	"BG"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001264-28"	42.733883	25.48583
"Multicenter, randomized, double-blind, placebo-controlled study investigating efficacy, safety and tolerability of ivermectin HUVE-19 in patients with proven SARS-CoV-2 infection (COVID-19) and manifested clinical symptoms."	"Bulgaria"	"BG"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002091-12"	42.733883	25.48583
"A Prospective, Multi-Center, Randomized, Placebo-Controlled, Double-Blinded Study to Evaluate the Efficacy, Safety and Tolerability of IMU-838 as Addition to Investigator's Choice of Standard of Care Therapy, in Patients With Coronavirus Disease 19"	"Bulgaria"	"BG"	"https://clinicaltrials.gov/show/NCT04379271"	42.733883	25.48583
"An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild/moderate cases of COVID-19"	"Burkina Faso"	"BF"	"https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12150"	12.238333	-1.561593
"An Observational Study to Assess the Effectiveness of the Standard of Care (Hydroxychloroquine+Azythromicin or Chloroquine+Azythromicin) Recommended by the Ministry of Health for the Treatment of the Coronavirus Infection in Burkina Faso"	"Burkina Faso"	"BF"	"https://clinicaltrials.gov/show/NCT04445441"	12.238333	-1.561593
"An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild/moderate cases of COVID-19"	"Burkina Faso"	"BF"	"https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12150"	12.238333	-1.561593
"An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild/moderate cases of COVID-19"	"Cameroon"	"CM"	"https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12150"	7.369722	12.354722
"An international, multi-site, Bayesian platform adaptive, randomised, placebo-controlled trial assessing the effectiveness of varied doses of oral Chloroquine in preventing or reducing the severity of COVID-19 disease in healthcare workers"	"Cameroon"	"CM"	"http://isrctn.com/ISRCTN99916292"	7.369722	12.354722
"Impact of the COVID-19 Pandemic on Diet Quality and Food Insecurity Among Adults From the Province of Qu<e9>bec in Canada: a NutriQu<e9>bec Sub-study"	"Canada"	"CA"	"https://clinicaltrials.gov/show/NCT04371848"	56.130366	-106.346771
"A Research Platform to Screen Patients in Oncology and Assess Impact - RESPONSE"	"Canada"	"CA"	"https://clinicaltrials.gov/show/NCT04373005"	56.130366	-106.346771
"Peer Champion Support for Hospital Staff During and After the COVID-19 Pandemic"	"Canada"	"CA"	"https://clinicaltrials.gov/show/NCT04373382"	56.130366	-106.346771
"An adaptive phase 2/3, randomized, double-blind, placebo-controlled, study assessing efficacy and safety of sarilumab for hospitalized patients with COVID19"	"Canada"	"CA"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001162-12"	56.130366	-106.346771
"An international randomised trial of additional treatments for COVID-19 in hospitalised patients who are all receiving the local standard of care - Solidarity"	"Canada"	"CA"	"https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001366-11"	56.130366	-106.346771
"
                An international randomized trial of additional treatments for COVID-19 in hospitalized patients who are all receiving the local standard of care
"	"Canada"	"CA"	"http://isrctn.com/ISRCTN83971151"	56.130366	-106.346771
"Pregnancy and Neonatal Outcomes in COVID-19: a global registry of women with suspected COVID-19 or confirmed SARS-CoV-2 infection in pregnancy and their neonates; understanding natural history to guide treatment and prevention"	"Canada"	"CA"	"http://isrctn.com/ISRCTN68026880"	56.130366	-106.346771
"An International, Multi-site, Bayesian Platform Adaptive,Randomised, Double-blind, Placebo-controlled Trial Assessing the Effectiveness of Varied Doses of Oral Chloroquine in Preventing or Reducing the Severity of COVID-19 Disease in Healthcare Workers"	"Canada"	"CA"	"https://clinicaltrials.gov/show/NCT04333732"	56.130366	-106.346771
