"PMID"	"Title"	"YearPubmed"	"MonthPubmed"	"DayPubmed"	"Date"	"country"	"iso"	"chloroquine"	"hydroxychloroquine"	"remdesivir"	"ritonavir"	"lopinavir"	"favipiravir"	"azithromycin"	"tocilizumab"	"antivirals"	"interferon"	"antibodies"	"vaccine"	"Inst"	"lat"	"long"
"9021"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Fundacion Puigvert"	NA	NA
"9022"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Central de la Defensa Gomez Ulla"	NA	NA
"9023"	32279309	"The role of Mental Health Home Hospitalization Care during the COVID-19 pandemic."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9024"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9025"	32284182	"Reflections arising from the COVID-19 pandemic."	2020	4	15	2020-04-15	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9026"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9027"	32093921	"One world, one health: The novel coronavirus COVID-19 epidemic."	2020	2	26	2020-02-26	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9028"	32240625	"Dementia care during COVID-19."	2020	4	3	2020-04-03	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9029"	32224711	"COVID-19: one threat, one world, one response (magical thinking)."	2020	4	1	2020-04-01	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9030"	32198834	"Case report of COVID-19 in a kidney transplant recipient: Does immunosuppression alter the clinical presentation?"	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9032"	32278360	"A Spanish-translated clinical algorithm for management of suspected SARS-CoV-2 infection in pregnant women."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9034"	32303090	"ESGE and ESGENA Position Statement on gastrointestinal endoscopy and the COVID-19 pandemic."	2020	4	18	2020-04-18	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9035"	32303365	"Two known therapies could be useful as adjuvant therapy in critical patients infected by COVID-19."	2020	4	19	2020-04-19	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	1	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9037"	32307151	"Clinical Consensus Recommendations Regarding Non-Invasive Respiratory Support in the Adult Patient with Acute Respiratory Failure Secondary to SARS-CoV-2 infection."	2020	4	21	2020-04-21	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9039"	32312600	"Clinical consensus recommendations regarding non-invasive respiratory support in the adult patient with acute respiratory failure secondary to SARS-CoV-2 infection."	2020	4	22	2020-04-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9040"	32316737	"Resumption of activity in gastroenterology departments. Recommendations by SEPD, AEEH, GETECCU and AEG."	2020	4	23	2020-04-23	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Barcelona"	41.39088	2.153197
"9041"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico San Carlos"	40.4407045	-3.7219482
"9042"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico San Carlos"	40.4407045	-3.7219482
"9043"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico San Carlos"	40.4407045	-3.7219482
"9044"	32298782	"Anosmia in a healthcare worker with COVID-19 in Madrid, Spain."	2020	4	17	2020-04-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico San Carlos"	40.4407045	-3.7219482
"9045"	32299636	"Should we expect neurological symptoms in the SARS-CoV-2 epidemic?"	2020	4	18	2020-04-18	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico San Carlos"	40.4407045	-3.7219482
"9048"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinic de Valencia"	39.4788842	-0.3634088
"9049"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico Universitario de Valladolid"	NA	NA
"9050"	32217507	"Assessment of health information about the prevention of COVID-19 on the Internet."	2020	3	29	2020-03-29	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico Universitario Lozano Blesa"	41.639457	-0.906231
"9052"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Clinico Universitario Virgen de la Arrixaca"	NA	NA
"9053"	32266375	"Inquiring into Benefits of Independent Activation of Non-Classical Renin-Angiotensin System in the Clinical Prognosis and Reduction of COVID-19 mortality."	2020	4	9	2020-04-09	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Comarcal de la Merced"	NA	NA
"9054"	32253535	"Olfactory and gustatory dysfunctions as a clinical presentation of mild-to-moderate forms of the coronavirus disease (COVID-19): a multicenter European study."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Complex of Santiago de Compostela"	NA	NA
"9055"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de Alicante, Alicante, Espana."	NA	NA
"9056"	32277351	"Managing Cutaneous Immune-Mediated Diseases During the COVID-19 Pandemic."	2020	4	12	2020-04-12	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de La Santa Creu I Sant Pau"	41.4137037	2.1721253
"9057"	32247193	"Guidance for the management of myasthenia gravis (MG) and Lambert-Eaton myasthenic syndrome (LEMS) during the COVID-19 pandemic."	2020	4	5	2020-04-05	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de La Santa Creu I Sant Pau"	41.4137037	2.1721253
"9058"	32282026	"Call to action for the cardiovascular side of COVID-19."	2020	4	14	2020-04-14	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de La Santa Creu I Sant Pau"	41.4137037	2.1721253
"9059"	32292228	"[Fulminant myocarditis due to COVID-19]."	2020	4	16	2020-04-16	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de La Santa Creu I Sant Pau"	41.4137037	2.1721253
"9060"	32305402	"Disruptive Modifications to Cardiac Critical Care Delivery During the Covid-19 Pandemic: An International Perspective."	2020	4	20	2020-04-20	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de La Santa Creu I Sant Pau"	41.4137037	2.1721253
"9061"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de Mostoles"	NA	NA
"9062"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de Talavera de la Reina"	NA	NA
"9063"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de Torrejon"	NA	NA
"9064"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital de Villalba"	NA	NA
"9065"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Mar"	41.383587	2.19402510679321
"9066"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Mar"	41.383587	2.19402510679321
"9067"	32291449	"ADAM17 inhibition may exert a protective effect on COVID-19."	2020	4	16	2020-04-16	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Mar"	41.383587	2.19402510679321
"9068"	32301553	"Lack of dyspnea in Covid-19 patients; another neurological conundrum?"	2020	4	18	2020-04-18	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Mar"	41.383587	2.19402510679321
"9070"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Sureste"	NA	NA
"9071"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital del Tajo"	NA	NA
"9072"	32202911	"Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18)."	2020	3	24	2020-03-24	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital General Universitario Morales Meseguer"	NA	NA
"9073"	32241520	"International Guidelines on Radiation Therapy for Breast Cancer During the COVID-19 Pandemic."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital HM Sanchinarro"	NA	NA
"9074"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infanta Elena"	NA	NA
"9075"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Universitario Nino Jesus"	40.414431	-3.6783074
"9076"	32223003	"European Task Force on Atopic Dermatitis (ETFAD) statement on severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2)-infection and atopic dermatitis."	2020	3	31	2020-03-31	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Universitario Nino Jesus"	40.414431	-3.6783074
"9077"	32319129	"Managing childhood allergies and immunodeficiencies during respiratory virus epidemics - the 2020 COVID-19 pandemic."	2020	4	23	2020-04-23	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Universitario Nino Jesus"	40.414431	-3.6783074
"9078"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Universitario Virgen del Rocmo"	NA	NA
"9079"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Marques de Valdecilla"	43.4564035	-3.826459
"9080"	32243317	"European Society For Emergency Medicine position paper on emergency medical systems response to COVID-19."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Marques de Valdecilla"	43.4564035	-3.826459
"9081"	32316737	"Resumption of activity in gastroenterology departments. Recommendations by SEPD, AEEH, GETECCU and AEG."	2020	4	23	2020-04-23	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Marques de Valdecilla"	43.4564035	-3.826459
"9082"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Miguel Servet"	NA	NA
"9083"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Morales Messeguer"	NA	NA
"9084"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Principe de Asturias"	NA	NA
"9085"	32233040	"Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement."	2020	4	2	2020-04-02	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Quironsalud Bizkaia"	NA	NA
"9086"	32253535	"Olfactory and gustatory dysfunctions as a clinical presentation of mild-to-moderate forms of the coronavirus disease (COVID-19): a multicenter European study."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"9087"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Reina Sofia"	NA	NA
"9088"	32235161	"COVID-19 and Paediatric Inflammatory Bowel Diseases: Global Experience and Provisional Guidance (March 2020) from the Paediatric IBD Porto group of ESPGHAN."	2020	4	3	2020-04-03	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Sant Joan de Diu"	41.3842264	2.0995415
"9089"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Sant Joan de Diu"	41.3842264	2.0995415
"9090"	32298480	"Management of Infantile Hemangiomas during the COVID Pandemic."	2020	4	17	2020-04-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Sant Joan de Diu"	41.3842264	2.0995415
"9091"	32305831	"Flash survey on severe acute respiratory syndrome coronavirus-2 infections in paediatric patients on anticancer treatment."	2020	4	20	2020-04-20	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Sant Joan de Diu"	41.3842264	2.0995415
"9092"	32319129	"Managing childhood allergies and immunodeficiencies during respiratory virus epidemics - the 2020 COVID-19 pandemic."	2020	4	23	2020-04-23	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Sant Joan de Diu"	41.3842264	2.0995415
"9093"	32199468	"Use of antiviral drugs to reduce COVID-19 transmission."	2020	3	23	2020-03-23	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9095"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9096"	32279224	"COVID-19 and endocrine diseases. A statement from the European Society of Endocrinology."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9097"	32152082	"Compounds with therapeutic potential against novel respiratory 2019 coronavirus."	2020	3	11	2020-03-11	"Spain"	"ES"	0	0	1	1	1	0	0	0	1	1	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9098"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9099"	32311448	"COVID-19 and Thrombotic or Thromboembolic Disease: Implications for Prevention, Antithrombotic Therapy, and Follow-up."	2020	4	21	2020-04-21	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitari Germans Trias i Pujol"	41.4810542	2.2381723732976
"9101"	32284182	"Reflections arising from the COVID-19 pandemic."	2020	4	15	2020-04-15	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario 12 de Octubre"	40.3766795	-3.69886332684134
"9103"	32202064	"COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic."	2020	3	24	2020-03-24	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario 12 de Octubre"	40.3766795	-3.69886332684134
"9104"	32245738	"[First case of neonatal infection due to SARS-CoV-2 in Spain]."	2020	4	5	2020-04-05	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario 12 de Octubre"	40.3766795	-3.69886332684134
"9106"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario 12 de Octubre"	40.3766795	-3.69886332684134
"9112"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario alvaro Cunqueiro"	NA	NA
"9113"	32199083	"The resilience of the Spanish health system against the COVID-19 pandemic."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Cruces"	43.2824977	-2.98431169940688
"9114"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Cruces"	43.2824977	-2.98431169940688
"9115"	32278670	"SARS-Cov-2 in Spanish Intensive Care: Early Experience with 15-day Survival In Vitoria."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Alava"	NA	NA
"9116"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Cruces Baracaldo, Espana"	43.404050237077	-2.80850021263504
"9117"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Cruces Baracaldo, Espana"	43.404050237077	-2.80850021263504
"9118"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Fuenlabrada"	NA	NA
"9119"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Getafe, Madrid"	40.31262275	-3.74264443215338
"9120"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Getafe, Madrid"	40.31262275	-3.74264443215338
"9121"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de La Princesa"	40.4340157	-3.67575310945409
"9122"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de La Princesa"	40.4340157	-3.67575310945409
"9123"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario de Leon"	NA	NA
"9124"	32253535	"Olfactory and gustatory dysfunctions as a clinical presentation of mild-to-moderate forms of the coronavirus disease (COVID-19): a multicenter European study."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Donostia"	NA	NA
"9125"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9126"	32267485	"Screening and Severity of Coronavirus Disease 2019 (COVID-19) in Children in Madrid, Spain."	2020	4	9	2020-04-09	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9127"	32235161	"COVID-19 and Paediatric Inflammatory Bowel Diseases: Global Experience and Provisional Guidance (March 2020) from the Paediatric IBD Porto group of ESPGHAN."	2020	4	3	2020-04-03	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9128"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9130"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9131"	32292226	"[Coronavirus: the geriatric emergency of 2020. Joint document of the Geriatric Cardiology Section of the Spanish Society of Cardiology and the Spanish Society of Geriatrics and Gerontology]."	2020	4	16	2020-04-16	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Gregorio Maranon"	40.4339894	-3.6680666
"9133"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Infanta Cristina"	NA	NA
"9134"	32241653	"[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics]."	2020	4	4	2020-04-04	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Infanta Leonor"	NA	NA
"9135"	32267485	"Screening and Severity of Coronavirus Disease 2019 (COVID-19) in Children in Madrid, Spain."	2020	4	9	2020-04-09	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario Infanta Sofia"	NA	NA
"9136"	32252979	"Surgical Management of Patients With COVID-19 Infection. Recommendations of the Spanish Association of Surgeons."	2020	4	8	2020-04-08	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9137"	32267485	"Screening and Severity of Coronavirus Disease 2019 (COVID-19) in Children in Madrid, Spain."	2020	4	9	2020-04-09	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9138"	32278616	"Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients."	2020	4	13	2020-04-13	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9139"	32223490	"Preparing an obstetric unit in the heart of the epidemic strike of COVID-19: quick reorganization tips."	2020	4	1	2020-04-01	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9140"	32197787	"Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV."	2020	3	22	2020-03-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9142"	32275812	"Compassionate Use of Remdesivir for Patients with Severe Covid-19."	2020	4	11	2020-04-11	"Spain"	"ES"	0	0	1	0	0	0	0	0	1	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9143"	32173188	"[Recommendations on the clinical management of the COVID-19 infection by the «new coronavirus» SARS-CoV2. Spanish Paediatric Association working group]."	2020	3	17	2020-03-17	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9145"	32314704	"Ivermectin and Novel Coronavirus Disease (COVID-19): Keeping Rigor in Times of Urgency."	2020	4	22	2020-04-22	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
"9146"	32325035	"Plea for multitargeted interventions for severe COVID-19."	2020	4	24	2020-04-24	"Spain"	"ES"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Universitario La Paz, Madrid"	40.48144225	-3.68725318704749
