"PMID"	"Title"	"Abstract"	"YearPubmed"	"MonthPubmed"	"DayPubmed"	"Date"	"country"	"afil"	"chloroquine"	"remdesivir"
"508"	32170800	"Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019."	"health professions preventing and controlling coronavirus disease 2019 are prone to skin and mucous membrane injury  which may cause acute and chronic dermatitis  secondary infection and aggravation of underlying skin diseases. this is a consensus of chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection  mask- and goggles-related face protection  uv-related protection  eye protection  nasal and oral mucosa protection  outer ear and hair protection. it is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. at the same time  using moisturizing products is highly recommended to achieve better protection. this article is protected by copyright. all rights reserved."	2020	3	15	2020-03-15	"China"	"Plastic Surgery Hospital, Chinese Academy of Medical Sciences, Peking Union Medical College, No. 33, Badachu Road, Shijingshan District, Beijing, China."	FALSE	FALSE
"509"	32170800	"Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019."	"health professions preventing and controlling coronavirus disease 2019 are prone to skin and mucous membrane injury  which may cause acute and chronic dermatitis  secondary infection and aggravation of underlying skin diseases. this is a consensus of chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection  mask- and goggles-related face protection  uv-related protection  eye protection  nasal and oral mucosa protection  outer ear and hair protection. it is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. at the same time  using moisturizing products is highly recommended to achieve better protection. this article is protected by copyright. all rights reserved."	2020	3	15	2020-03-15	"China"	"Shandong Academy of Medical Sciences, No. 18877 Jingshi Rd., Ji'nan, Shandong Province, P.R.China."	FALSE	FALSE
"510"	32170800	"Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019."	"health professions preventing and controlling coronavirus disease 2019 are prone to skin and mucous membrane injury  which may cause acute and chronic dermatitis  secondary infection and aggravation of underlying skin diseases. this is a consensus of chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection  mask- and goggles-related face protection  uv-related protection  eye protection  nasal and oral mucosa protection  outer ear and hair protection. it is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. at the same time  using moisturizing products is highly recommended to achieve better protection. this article is protected by copyright. all rights reserved."	2020	3	15	2020-03-15	"China"	"Department of Dermatology, Renmin Hospital of Wuhan University, Wuhan."	FALSE	FALSE
"511"	32170625	"Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients."	NA	2020	3	15	2020-03-15	"China"	"Department of Clinical Laboratory, Shenzhen Baoan Hospital, The Second Affiliated Hospital of Shenzhen University, Shenzhen, 518071, China."	FALSE	FALSE
"512"	32170625	"Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients."	NA	2020	3	15	2020-03-15	"China"	"Guangdong Provincial Key Laboratory of Regional Immunity and Disease, Department of Pathology Biology, School of Medicine, Shenzhen University, Shenzhen, 518060, China."	FALSE	FALSE
"513"	32170625	"Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients."	NA	2020	3	15	2020-03-15	"China"	"Guangdong Provincial Key Laboratory of Regional Immunity and Disease, Department of Pathology Biology, School of Medicine, Shenzhen University, Shenzhen, 518060, China. kaisong@szu.edu.cn."	FALSE	FALSE
"514"	32170625	"Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients."	NA	2020	3	15	2020-03-15	"China"	"National Clinical Research Center for Infectious Diseases, Guangdong Key Lab for Diagnosis &amp"	FALSE	FALSE
"515"	32170560	"Single-cell RNA-seq data analysis on the receptor ACE2 expression reveals the potential risk of different human organs vulnerable to 2019-nCoV infection."	"it has been known that  the novel coronavirus  2019-ncov  which is considered similar to sars-cov and originated from wuhan (china)  invades human cells via the receptor angiotensin converting enzyme ii (ace2). moreover  lung cells that have ace2 expression may be the main target cells during 2019-ncov infection. however  some patients also exhibit non-respiratory symptoms  such as kidney failure  implying that 2019-ncov could also invade other organs. to construct a risk map of different human organs  we analyzed the single-cell rna sequencing (scrna-seq) datasets derived from major human physiological systems  including the respiratory  cardiovascular  digestive  and urinary systems. through scrna-seq data analyses  we identified the organs at risk  such as lung  heart  esophagus  kidney  bladder  and ileum  and located specific cell types (i.e.  type ii alveolar cells (at2)  myocardial cells  proximal tubule cells of the kidney  ileum and esophagus epithelial cells  and bladder urothelial cells)  which are vulnerable to 2019-ncov infection. based on the findings  we constructed a risk map indicating the vulnerability of different organs to 2019-ncov infection. this study may provide potential clues for further investigation of the pathogenesis and route of 2019-ncov infection."	2020	3	15	2020-03-15	"China"	"Key Laboratory of Systems Biomedicine (Ministry of Education), Shanghai Centre for Systems Biomedicine, Shanghai Jiao Tong University, Shanghai, 200240, China."	FALSE	FALSE
"516"	32170560	"Single-cell RNA-seq data analysis on the receptor ACE2 expression reveals the potential risk of different human organs vulnerable to 2019-nCoV infection."	"it has been known that  the novel coronavirus  2019-ncov  which is considered similar to sars-cov and originated from wuhan (china)  invades human cells via the receptor angiotensin converting enzyme ii (ace2). moreover  lung cells that have ace2 expression may be the main target cells during 2019-ncov infection. however  some patients also exhibit non-respiratory symptoms  such as kidney failure  implying that 2019-ncov could also invade other organs. to construct a risk map of different human organs  we analyzed the single-cell rna sequencing (scrna-seq) datasets derived from major human physiological systems  including the respiratory  cardiovascular  digestive  and urinary systems. through scrna-seq data analyses  we identified the organs at risk  such as lung  heart  esophagus  kidney  bladder  and ileum  and located specific cell types (i.e.  type ii alveolar cells (at2)  myocardial cells  proximal tubule cells of the kidney  ileum and esophagus epithelial cells  and bladder urothelial cells)  which are vulnerable to 2019-ncov infection. based on the findings  we constructed a risk map indicating the vulnerability of different organs to 2019-ncov infection. this study may provide potential clues for further investigation of the pathogenesis and route of 2019-ncov infection."	2020	3	15	2020-03-15	"China"	"Key Laboratory of Systems Biomedicine (Ministry of Education), Shanghai Centre for Systems Biomedicine, Shanghai Jiao Tong University, Shanghai, 200240, China. hanzg@sjtu.edu.cn."	FALSE	FALSE
"517"	32170560	"Single-cell RNA-seq data analysis on the receptor ACE2 expression reveals the potential risk of different human organs vulnerable to 2019-nCoV infection."	"it has been known that  the novel coronavirus  2019-ncov  which is considered similar to sars-cov and originated from wuhan (china)  invades human cells via the receptor angiotensin converting enzyme ii (ace2). moreover  lung cells that have ace2 expression may be the main target cells during 2019-ncov infection. however  some patients also exhibit non-respiratory symptoms  such as kidney failure  implying that 2019-ncov could also invade other organs. to construct a risk map of different human organs  we analyzed the single-cell rna sequencing (scrna-seq) datasets derived from major human physiological systems  including the respiratory  cardiovascular  digestive  and urinary systems. through scrna-seq data analyses  we identified the organs at risk  such as lung  heart  esophagus  kidney  bladder  and ileum  and located specific cell types (i.e.  type ii alveolar cells (at2)  myocardial cells  proximal tubule cells of the kidney  ileum and esophagus epithelial cells  and bladder urothelial cells)  which are vulnerable to 2019-ncov infection. based on the findings  we constructed a risk map indicating the vulnerability of different organs to 2019-ncov infection. this study may provide potential clues for further investigation of the pathogenesis and route of 2019-ncov infection."	2020	3	15	2020-03-15	"China"	"Key Laboratory of Systems Biomedicine (Ministry of Education), Shanghai Centre for Systems Biomedicine, Shanghai Jiao Tong University, Shanghai, 200240, China. j.hao@sjtu.edu.cn."	FALSE	FALSE
"518"	32170560	"Single-cell RNA-seq data analysis on the receptor ACE2 expression reveals the potential risk of different human organs vulnerable to 2019-nCoV infection."	"it has been known that  the novel coronavirus  2019-ncov  which is considered similar to sars-cov and originated from wuhan (china)  invades human cells via the receptor angiotensin converting enzyme ii (ace2). moreover  lung cells that have ace2 expression may be the main target cells during 2019-ncov infection. however  some patients also exhibit non-respiratory symptoms  such as kidney failure  implying that 2019-ncov could also invade other organs. to construct a risk map of different human organs  we analyzed the single-cell rna sequencing (scrna-seq) datasets derived from major human physiological systems  including the respiratory  cardiovascular  digestive  and urinary systems. through scrna-seq data analyses  we identified the organs at risk  such as lung  heart  esophagus  kidney  bladder  and ileum  and located specific cell types (i.e.  type ii alveolar cells (at2)  myocardial cells  proximal tubule cells of the kidney  ileum and esophagus epithelial cells  and bladder urothelial cells)  which are vulnerable to 2019-ncov infection. based on the findings  we constructed a risk map indicating the vulnerability of different organs to 2019-ncov infection. this study may provide potential clues for further investigation of the pathogenesis and route of 2019-ncov infection."	2020	3	15	2020-03-15	"China"	"Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China."	FALSE	FALSE
"519"	32170559	"Combination of western medicine and Chinese traditional patent medicine in treating a family case of COVID-19 in Wuhan."	"in december 2019  an outbreak of novel coronavirus (2019-ncov) occurred in wuhan  hubei province  china. by february 14  2020  it has led to 66 492 confirmed patients in china and high mortality up to ~2.96% (1123 37 914) in wuhan. here we report the first family case of coronavirus disease 2019 (covid-19) confirmed in wuhan and treated using the combination of western medicine and chinese traditional patent medicine shuanghuanglian oral liquid (shl). this report describes the identification  diagnosis  clinical course  and management of three cases from a family  suggests the expected therapeutic effects of shl on covid-19  and warrants further clinical trials."	2020	3	15	2020-03-15	"China"	"Division of Cardiology, Department of Internal Medicine and Hubei Key Laboratory of Genetics and Molecular Mechanisms of Cardiological Disorders, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430030, China."	FALSE	FALSE
"520"	32170559	"Combination of western medicine and Chinese traditional patent medicine in treating a family case of COVID-19 in Wuhan."	"in december 2019  an outbreak of novel coronavirus (2019-ncov) occurred in wuhan  hubei province  china. by february 14  2020  it has led to 66 492 confirmed patients in china and high mortality up to ~2.96% (1123 37 914) in wuhan. here we report the first family case of coronavirus disease 2019 (covid-19) confirmed in wuhan and treated using the combination of western medicine and chinese traditional patent medicine shuanghuanglian oral liquid (shl). this report describes the identification  diagnosis  clinical course  and management of three cases from a family  suggests the expected therapeutic effects of shl on covid-19  and warrants further clinical trials."	2020	3	15	2020-03-15	"China"	"Division of Cardiology, Department of Internal Medicine and Hubei Key Laboratory of Genetics and Molecular Mechanisms of Cardiological Disorders, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430030, China. dwwang@tjh.tjmu.edu.cn."	FALSE	FALSE
"521"	32170559	"Combination of western medicine and Chinese traditional patent medicine in treating a family case of COVID-19 in Wuhan."	"in december 2019  an outbreak of novel coronavirus (2019-ncov) occurred in wuhan  hubei province  china. by february 14  2020  it has led to 66 492 confirmed patients in china and high mortality up to ~2.96% (1123 37 914) in wuhan. here we report the first family case of coronavirus disease 2019 (covid-19) confirmed in wuhan and treated using the combination of western medicine and chinese traditional patent medicine shuanghuanglian oral liquid (shl). this report describes the identification  diagnosis  clinical course  and management of three cases from a family  suggests the expected therapeutic effects of shl on covid-19  and warrants further clinical trials."	2020	3	15	2020-03-15	"China"	"Division of Respiration, Department of Internal Medicine and Hubei Key Laboratory of Genetics and Molecular Mechanisms of Cardiological Disorders, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430030, China."	FALSE	FALSE
"522"	32170027	"Trainees and covid-19: your questions answered."	NA	2020	3	15	2020-03-15	"UK"	"The BMJ."	FALSE	FALSE
"523"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"Canada"	"Agent-Based Modelling Laboratory, York University, Toronto, ON M3J 1P3, Canada."	FALSE	FALSE
"524"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"China"	"State Key Laboratory of Mycology, Institute of Microbiology, Chinese Academy of Sciences, 100101 Beijing, China."	FALSE	FALSE
"525"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"USA"	"Emerging Pathogens Institute, University of Florida, Gainesville, FL 32610 bhsinger@epi.ufl.edu."	FALSE	FALSE
"526"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"USA"	"Santa Fe Institute, Santa Fe, NM 87501."	FALSE	FALSE
"527"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"USA"	"Department of Integrative Biology, The University of Texas at Austin, Austin, TX 78712."	FALSE	FALSE
"528"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"USA"	"Center for Infectious Disease Modeling and Analysis, Yale School of Public Health, New Haven, CT 06520."	FALSE	FALSE
"529"	32170017	"Impact of international travel and border control measures on the global spread of the novel 2019 coronavirus outbreak."	"the novel coronavirus outbreak (covid-19) in mainland china has rapidly spread across the globe. within 2 mo since the outbreak was first reported on december 31  2019  a total of 566 severe acute respiratory syndrome (sars cov-2) cases have been confirmed in 26 other countries. travel restrictions and border control measures have been enforced in china and other countries to limit the spread of the outbreak. we estimate the impact of these control measures and investigate the role of the airport travel network on the global spread of the covid-19 outbreak. our results show that the daily risk of exporting at least a single sars cov-2 case from mainland china via international travel exceeded 95% on january 13  2020. we found that 779 cases (95% ci: 632 to 967) would have been exported by february 15  2020 without any border or travel restrictions and that the travel lockdowns enforced by the chinese government averted 70.5% (95% ci: 68.8 to 72.0%) of these cases. in addition  during the first three and a half weeks of implementation  the travel restrictions decreased the daily rate of exportation by 81.3% (95% ci: 80.5 to 82.1%)  on average. at this early stage of the epidemic  reduction in the rate of exportation could delay the importation of cases into cities unaffected by the covid-19 outbreak  buying time to coordinate an appropriate public health response."	2020	3	15	2020-03-15	"USA"	"Department of Biostatistics, Yale School of Public Health, New Haven, CT 06510."	FALSE	FALSE
"530"	32169967	"Covid-19: UK holds off closing schools and restricts testing to people in hospital."	NA	2020	3	15	2020-03-15	"UK"	"The BMJ."	FALSE	FALSE
"531"	32169866	"Covid-19: GPs call for same personal protective equipment as hospital doctors."	NA	2020	3	15	2020-03-15	"UK"	"The BMJ."	FALSE	FALSE
"532"	32169834	"Covid-19: Medical conferences around the world are cancelled after US cases are linked to Massachusetts meeting."	NA	2020	3	15	2020-03-15	"UK"	"The BMJ."	FALSE	FALSE
"533"	32169833	"Budgeting for covid-19: changing the narrative and narrating the change."	NA	2020	3	15	2020-03-15	"UK"	"Health Policy Insight, London, UK."	FALSE	FALSE
"534"	32169830	"Bearing the brunt of covid-19: older people in low and middle income countries."	NA	2020	3	15	2020-03-15	"South Africa"	"Samson Institute For Ageing Research (SIFAR), Cape Town, South Africa."	FALSE	FALSE
"535"	32169830	"Bearing the brunt of covid-19: older people in low and middle income countries."	NA	2020	3	15	2020-03-15	"UK"	"London School of Hygiene and Tropical Medicine, London, UK."	FALSE	FALSE
"536"	32169830	"Bearing the brunt of covid-19: older people in low and middle income countries."	NA	2020	3	15	2020-03-15	"UK"	"School of International Development, University of East Anglia, Norwich, UK P.Lloyd-sherlock@uea.ac.uk."	FALSE	FALSE
"537"	32169673	"Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species."	"the corona virus disease 2019 (covid-19) caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) is a public health emergency of international concern. however  so far  there are still controversies about the source of the virus and its intermediate host. here  we found the novel coronavirus was closely related to coronaviruses derived from five wild animals  including paguma larvata  paradoxurus hermaphroditus  civet  aselliscus stoliczkanus and rhinolophus sinicus  and was in the same branch of the phylogenetic tree. however  genome and orf1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals  whereas the virus has the highest homology with bat coronavirus isolate ratg13."	2020	3	15	2020-03-15	"China"	"College of Animal Sciences, Jilin University, Changchun 130062, China. Electronic address: renlz@jlu.edu.cn."	FALSE	FALSE
"538"	32169673	"Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species."	"the corona virus disease 2019 (covid-19) caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) is a public health emergency of international concern. however  so far  there are still controversies about the source of the virus and its intermediate host. here  we found the novel coronavirus was closely related to coronaviruses derived from five wild animals  including paguma larvata  paradoxurus hermaphroditus  civet  aselliscus stoliczkanus and rhinolophus sinicus  and was in the same branch of the phylogenetic tree. however  genome and orf1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals  whereas the virus has the highest homology with bat coronavirus isolate ratg13."	2020	3	15	2020-03-15	"China"	"Institute of Special Wild Economic Animals and Plants, Chinese Academy of Agricultural Sciences, Changchun 130112, China. Electronic address: m18043213639@163.com."	FALSE	FALSE
"539"	32169673	"Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species."	"the corona virus disease 2019 (covid-19) caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) is a public health emergency of international concern. however  so far  there are still controversies about the source of the virus and its intermediate host. here  we found the novel coronavirus was closely related to coronaviruses derived from five wild animals  including paguma larvata  paradoxurus hermaphroditus  civet  aselliscus stoliczkanus and rhinolophus sinicus  and was in the same branch of the phylogenetic tree. however  genome and orf1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals  whereas the virus has the highest homology with bat coronavirus isolate ratg13."	2020	3	15	2020-03-15	"China"	"The Chinese Peoples' Liberation Army 964 Hospital, Changchun, China."	FALSE	FALSE
"540"	32169616	"Washing our hands of the problem."	NA	2020	3	15	2020-03-15	NA	NA	FALSE	FALSE
"541"	32169615	"Makeshift hospitals for COVID-19 patients: where health-care workers and patients need sufficient ventilation for more protection."	NA	2020	3	15	2020-03-15	"China"	"Department of Building Science, School of Architecture, Tsinghua University, Beijing 100084, China"	FALSE	FALSE
"542"	32169615	"Makeshift hospitals for COVID-19 patients: where health-care workers and patients need sufficient ventilation for more protection."	NA	2020	3	15	2020-03-15	"China"	"Department of Building Science, School of Architecture, Tsinghua University, Beijing 100084, China."	FALSE	FALSE
"543"	32169574	"A Commentary on &quot;World Health Organization declares Global Emergency: A review of the 2019 Novel Coronavirus (COVID-19)&quot;."	NA	2020	3	15	2020-03-15	"UK"	"NIHR Oxford Biomedical Research Centre, Oxford University Hospitals NHS, Foundation Trust, John Radcliffe Hospital, Headington Way, Headington, Oxford, OX3 9DU, England UK. Electronic address: Sarwar.Shah@ouh.nhs.uk."	FALSE	FALSE
"544"	32169565	"An Invited Commentary on &quot;World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)&quot;: Emergency or new reality?"	NA	2020	3	15	2020-03-15	"USA"	"Department of Surgery, University of North Carolina at Chapel Hill, UNC School of Medicine, 4008 Burnett Womack Building, CB 7228, USA."	FALSE	FALSE
"545"	32169565	"An Invited Commentary on &quot;World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)&quot;: Emergency or new reality?"	NA	2020	3	15	2020-03-15	"USA"	"Department of Surgery, University of North Carolina at Chapel Hill, UNC School of Medicine, 4008 Burnett Womack Building, CB 7228, USA. Electronic address: anthchar@med.unc.edu."	FALSE	FALSE
"546"	32169498	"Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control."	"since december 2019  more than 79 000 people have been diagnosed with infection of the corona virus disease 2019 (covid-19). a large number of medical staff was sent to wuhan city and hubei province to aid covid-19 control. psychological stress  especially vicarious traumatization caused by the covid-19 pandemic  should not be ignored. to address this concern  the study employed a total of 214 general public and 526 nurses (i.e.  234 front-line nurses and 292 non-front-line nurses) to evaluate vicarious traumatization scores via a mobile app-based questionnaire. front-line nurses are engaged in the process of providing care for patients with covid-19. the results showed that the vicarious traumatization scores for front-line nurses including scores for physiological and psychological responses  were significantly lower than those of non-front-line nurses (p &lt; 0.001). interestingly  the vicarious traumatization scores of the general public were significantly higher than those of the front-line nurses (p &lt; 0.001); however  no statistical difference was observed compared to the scores of non-front-line nurses (p &gt; 0.05). therefore  increased attention should be paid to the psychological problems of the medical staff  especially non-front-line nurses  and general public under the situation of the spread and control of covid-19. early strategies that aim to prevent and treat vicarious traumatization in medical staff and general public are extremely necessary."	2020	3	15	2020-03-15	"China"	"Department of Anesthesiology and Perioperative Medicine, The First Affiliated Hospital of Nanjing Medical University, Nanjing 210029, China."	FALSE	FALSE
"547"	32169498	"Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control."	"since december 2019  more than 79 000 people have been diagnosed with infection of the corona virus disease 2019 (covid-19). a large number of medical staff was sent to wuhan city and hubei province to aid covid-19 control. psychological stress  especially vicarious traumatization caused by the covid-19 pandemic  should not be ignored. to address this concern  the study employed a total of 214 general public and 526 nurses (i.e.  234 front-line nurses and 292 non-front-line nurses) to evaluate vicarious traumatization scores via a mobile app-based questionnaire. front-line nurses are engaged in the process of providing care for patients with covid-19. the results showed that the vicarious traumatization scores for front-line nurses including scores for physiological and psychological responses  were significantly lower than those of non-front-line nurses (p &lt; 0.001). interestingly  the vicarious traumatization scores of the general public were significantly higher than those of the front-line nurses (p &lt; 0.001); however  no statistical difference was observed compared to the scores of non-front-line nurses (p &gt; 0.05). therefore  increased attention should be paid to the psychological problems of the medical staff  especially non-front-line nurses  and general public under the situation of the spread and control of covid-19. early strategies that aim to prevent and treat vicarious traumatization in medical staff and general public are extremely necessary."	2020	3	15	2020-03-15	"China"	"Department of Anesthesiology and Perioperative Medicine, The First Affiliated Hospital of Nanjing Medical University, Nanjing 210029, China. Electronic address: chunyang@njmu.edu.cn."	FALSE	FALSE
