"item1"	"item2"	"weight"
"594"	"igg"	"serum"	1.96195689972669
"595"	"crp"	"count"	1.96129947483463
"596"	"count"	"crp"	1.96129947483463
"597"	"classification"	"image"	1.94527710331383
"598"	"image"	"classification"	1.94527710331383
"599"	"cox"	"regression"	1.93647947868924
"600"	"regression"	"cox"	1.93647947868924
"601"	"specificity"	"igm"	1.92887971909482
"602"	"igm"	"specificity"	1.92887971909482
"603"	"molecule"	"protease"	1.92460518611827
"604"	"protease"	"molecule"	1.92460518611827
"605"	"fever"	"breath"	1.92186441573981
"606"	"breath"	"fever"	1.92186441573981
"607"	"expression"	"gene"	1.92127373274606
"608"	"gene"	"expression"	1.92127373274606
"609"	"student"	"school"	1.91859344681812
"610"	"school"	"student"	1.91859344681812
"611"	"visit"	"telemedicine"	1.91726066849254
"612"	"telemedicine"	"visit"	1.91726066849254
"613"	"simulation"	"dynamics"	1.91717452610597
"614"	"dynamics"	"simulation"	1.91717452610597
"615"	"serum"	"igm"	1.91635761392525
"616"	"igm"	"serum"	1.91635761392525
"617"	"consultation"	"video"	1.91013679683293
"618"	"video"	"consultation"	1.91013679683293
"619"	"quot"	"quo"	1.90932542479307
"620"	"quo"	"quot"	1.90932542479307
"621"	"obesity"	"hypertension"	1.90809147038285
"622"	"hypertension"	"obesity"	1.90809147038285
"623"	"birth"	"woman"	1.90239036957717
"624"	"woman"	"birth"	1.90239036957717
"625"	"specificity"	"igg"	1.90114295365478
"626"	"igg"	"specificity"	1.90114295365478
"627"	"opinion"	"expert"	1.8937259908652
"628"	"expert"	"opinion"	1.8937259908652
"629"	"respirator"	"equipment"	1.88139639229964
"630"	"equipment"	"respirator"	1.88139639229964
"631"	"confidence"	"odd"	1.87439873301044
"632"	"odd"	"confidence"	1.87439873301044
"633"	"obesity"	"diabete"	1.87397675062664
"634"	"diabete"	"obesity"	1.87397675062664
"635"	"cus"	"odd"	1.87292605877158
"636"	"odd"	"cus"	1.87292605877158
"637"	"il"	"release"	1.85625581428405
"638"	"release"	"il"	1.85625581428405
"639"	"registration"	"size"	1.84001093429293
"640"	"size"	"registration"	1.84001093429293
"641"	"cytokine"	"interleukin"	1.83925586909053
"642"	"interleukin"	"cytokine"	1.83925586909053
"643"	"propensity"	"score"	1.8391381347921
"644"	"score"	"propensity"	1.8391381347921
"645"	"tumor"	"cancer"	1.83679951313432
"646"	"cancer"	"tumor"	1.83679951313432
"647"	"immunization"	"vaccine"	1.83373065603222
"648"	"vaccine"	"immunization"	1.83373065603222
"649"	"pcr"	"transcriptase"	1.82862552709083
"650"	"transcriptase"	"pcr"	1.82862552709083
"651"	"docking"	"interaction"	1.82392175758307
"652"	"interaction"	"docking"	1.82392175758307
"653"	"entry"	"protease"	1.822948394074
"654"	"protease"	"entry"	1.822948394074
"655"	"expert"	"panel"	1.81806245945939
"656"	"panel"	"expert"	1.81806245945939
"657"	"residue"	"interaction"	1.8161272201575
"658"	"interaction"	"residue"	1.8161272201575
"659"	"auc"	"sensitivity"	1.81437496716993
"660"	"sensitivity"	"auc"	1.81437496716993
"661"	"performance"	"auc"	1.8097248915318
"662"	"auc"	"performance"	1.8097248915318
"663"	"material"	"website"	1.79681509031216
"664"	"website"	"material"	1.79681509031216
"665"	"answer"	"question"	1.79508576671278
"666"	"question"	"answer"	1.79508576671278
"667"	"amplification"	"detection"	1.79134864622702
"668"	"detection"	"amplification"	1.79134864622702
"669"	"rbd"	"antibody"	1.78490540779628
"670"	"antibody"	"rbd"	1.78490540779628
"671"	"regression"	"linear"	1.78473230301469
"672"	"linear"	"regression"	1.78473230301469
"673"	"dissemination"	"material"	1.78443906800644
"674"	"material"	"dissemination"	1.78443906800644
"675"	"odd"	"ratio"	1.78233343962448
"676"	"ratio"	"odd"	1.78233343962448
"677"	"route"	"droplet"	1.77904297390118
"678"	"droplet"	"route"	1.77904297390118
"679"	"skill"	"training"	1.76627710378495
"680"	"training"	"skill"	1.76627710378495
"681"	"dyspnea"	"fever"	1.76277703052512
"682"	"fever"	"dyspnea"	1.76277703052512
"683"	"diarrhea"	"cough"	1.76174220146449
"684"	"cough"	"diarrhea"	1.76174220146449
"685"	"supply"	"shortage"	1.75796718817063
"686"	"shortage"	"supply"	1.75796718817063
"687"	"blocker"	"hypertension"	1.75742200400015
"688"	"hypertension"	"blocker"	1.75742200400015
"689"	"education"	"faculty"	1.75668386756556
"690"	"faculty"	"education"	1.75668386756556
"691"	"policy"	"maker"	1.75595664138611
"692"	"maker"	"policy"	1.75595664138611
"693"	"telehealth"	"visit"	1.75171489087262
"694"	"visit"	"telehealth"	1.75171489087262
"695"	"pcr"	"reverse"	1.75096985220934
"696"	"reverse"	"pcr"	1.75096985220934
"697"	"stressor"	"stress"	1.73610117572666
"698"	"stress"	"stressor"	1.73610117572666
"699"	"receptor"	"binding"	1.73536008967623
"700"	"binding"	"receptor"	1.73536008967623
"701"	"hazard"	"ratio"	1.73247571766838
"702"	"ratio"	"hazard"	1.73247571766838
"703"	"crp"	"il"	1.71612863903983
"704"	"il"	"crp"	1.71612863903983
"705"	"size"	"website"	1.71570048781672
"706"	"website"	"size"	1.71570048781672
"707"	"igm"	"assay"	1.71375245268415
"708"	"assay"	"igm"	1.71375245268415
"709"	"teaching"	"education"	1.7122326820112
"710"	"education"	"teaching"	1.7122326820112
"711"	"fatigue"	"fever"	1.71023916245756
"712"	"fever"	"fatigue"	1.71023916245756
"713"	"antigen"	"antibody"	1.70617725681267
"714"	"antibody"	"antigen"	1.70617725681267
"715"	"household"	"income"	1.70513769917851
"716"	"income"	"household"	1.70513769917851
"717"	"accuracy"	"dataset"	1.68867524493209
"718"	"dataset"	"accuracy"	1.68867524493209
"719"	"polymerase"	"rt"	1.68834729651829
"720"	"rt"	"polymerase"	1.68834729651829
"721"	"image"	"ct"	1.68545337832576
"722"	"ct"	"image"	1.68545337832576
"723"	"woman"	"mother"	1.67876794189303
"724"	"mother"	"woman"	1.67876794189303
"725"	"antigen"	"assay"	1.67613892482654
"726"	"assay"	"antigen"	1.67613892482654
"727"	"arm"	"trial"	1.67560292023162
"728"	"trial"	"arm"	1.67560292023162
"729"	"accuracy"	"image"	1.66406093401394
"730"	"image"	"accuracy"	1.66406093401394
"731"	"shedding"	"duration"	1.66240387158407
"732"	"duration"	"shedding"	1.66240387158407
"733"	"nucleocapsid"	"protein"	1.66033821852161
"734"	"protein"	"nucleocapsid"	1.66033821852161
"735"	"air"	"aerosol"	1.65828617486655
"736"	"aerosol"	"air"	1.65828617486655
"737"	"enzyme"	"receptor"	1.65608995840136
"738"	"receptor"	"enzyme"	1.65608995840136
"739"	"sleep"	"anxiety"	1.65094771108223
"740"	"anxiety"	"sleep"	1.65094771108223
"741"	"odd"	"interval"	1.65041216381502
"742"	"interval"	"odd"	1.65041216381502
"743"	"stress"	"depression"	1.64572757931594
"744"	"depression"	"stress"	1.64572757931594
"745"	"lt"	"2009"	1.63933363086726
"746"	"2009"	"lt"	1.63933363086726
"747"	"ace"	"entry"	1.63804632271528
"748"	"entry"	"ace"	1.63804632271528
"749"	"hr"	"ratio"	1.63786612485396
"750"	"ratio"	"hr"	1.63786612485396
"751"	"protease"	"replication"	1.62788714386065
"752"	"replication"	"protease"	1.62788714386065
"753"	"respondent"	"survey"	1.62586033882058
"754"	"survey"	"respondent"	1.62586033882058
"755"	"image"	"chest"	1.62280230103253
"756"	"chest"	"image"	1.62280230103253
"757"	"docking"	"target"	1.62066420471631
"758"	"target"	"docking"	1.62066420471631
"759"	"image"	"opacity"	1.61549430751703
"760"	"opacity"	"image"	1.61549430751703
"761"	"learn"	"education"	1.60975798096667
"762"	"education"	"learn"	1.60975798096667
"763"	"assay"	"specificity"	1.609347810175
"764"	"specificity"	"assay"	1.609347810175
"765"	"oxygenation"	"ventilation"	1.60398599838032
"766"	"ventilation"	"oxygenation"	1.60398599838032
"767"	"radiation"	"cancer"	1.60236240355751
"768"	"cancer"	"radiation"	1.60236240355751
"769"	"crp"	"marker"	1.59472591302053
"770"	"marker"	"crp"	1.59472591302053
"771"	"anti"	"antibody"	1.59303921935992
"772"	"antibody"	"anti"	1.59303921935992
"773"	"specimen"	"swab"	1.5914095948965
"774"	"swab"	"specimen"	1.5914095948965
"775"	"image"	"glass"	1.58692104816618
"776"	"glass"	"image"	1.58692104816618
"777"	"pcr"	"transcription"	1.5684418600752
"778"	"transcription"	"pcr"	1.5684418600752
"779"	"glucose"	"blood"	1.56498881271214
"780"	"blood"	"glucose"	1.56498881271214
"781"	"student"	"education"	1.5583091246554
"782"	"education"	"student"	1.5583091246554
"783"	"element"	"material"	1.54910208643481
"784"	"material"	"element"	1.54910208643481
"785"	"neonate"	"woman"	1.5489357954435
"786"	"woman"	"neonate"	1.5489357954435
"787"	"storm"	"il"	1.54720754245958
"788"	"il"	"storm"	1.54720754245958
"789"	"accuracy"	"sensitivity"	1.54696616253502
"790"	"sensitivity"	"accuracy"	1.54696616253502
"791"	"label"	"trial"	1.54476180986972
"792"	"trial"	"label"	1.54476180986972
"793"	"operating"	"surgery"	1.54341912767496
"794"	"surgery"	"operating"	1.54341912767496
"795"	"food"	"administration"	1.541594954345
"796"	"administration"	"food"	1.541594954345
"797"	"ventilation"	"oxygen"	1.5403902480503
"798"	"oxygen"	"ventilation"	1.5403902480503
"799"	"trial"	"registration"	1.53869576679661
"800"	"registration"	"trial"	1.53869576679661
"801"	"antibody"	"epitope"	1.53574392577087
"802"	"epitope"	"antibody"	1.53574392577087
"803"	"image"	"tomography"	1.53350311794083
"804"	"tomography"	"image"	1.53350311794083
"805"	"assay"	"samples"	1.53306293522392
"806"	"samples"	"assay"	1.53306293522392
"807"	"movement"	"restriction"	1.53244247562512
"808"	"restriction"	"movement"	1.53244247562512
"809"	"enzyme"	"entry"	1.5220209096528
"810"	"entry"	"enzyme"	1.5220209096528
"811"	"cox"	"ratio"	1.52065242317071
"812"	"ratio"	"cox"	1.52065242317071
"813"	"kidney"	"liver"	1.51675383785682
"814"	"liver"	"kidney"	1.51675383785682
"815"	"respondent"	"perception"	1.51549256617818
"816"	"perception"	"respondent"	1.51549256617818
"817"	"fever"	"diarrhea"	1.51406467029331
"818"	"diarrhea"	"fever"	1.51406467029331
"819"	"ratio"	"cus"	1.51147168732061
"820"	"cus"	"ratio"	1.51147168732061
"821"	"kidney"	"organ"	1.50656731466978
"822"	"organ"	"kidney"	1.50656731466978
"823"	"receptor"	"affinity"	1.50546922777542
"824"	"affinity"	"receptor"	1.50546922777542
"825"	"transcriptase"	"swab"	1.5051610805785
"826"	"swab"	"transcriptase"	1.5051610805785
"827"	"organ"	"tissue"	1.49941322406939
"828"	"tissue"	"organ"	1.49941322406939
"829"	"pcr"	"polymerase"	1.49821683304704
"830"	"polymerase"	"pcr"	1.49821683304704
"831"	"nurse"	"doctor"	1.49069655917102
"832"	"doctor"	"nurse"	1.49069655917102
"833"	"marker"	"dimer"	1.48682066961814
"834"	"dimer"	"marker"	1.48682066961814
"835"	"stress"	"anxiety"	1.48404984095508
"836"	"anxiety"	"stress"	1.48404984095508
"837"	"protein"	"spike"	1.48084219489765
"838"	"spike"	"protein"	1.48084219489765
"839"	"icu"	"unit"	1.47442847633223
"840"	"unit"	"icu"	1.47442847633223
"841"	"cell"	"stem"	1.46981198029195
"842"	"stem"	"cell"	1.46981198029195
"843"	"enzyme"	"ii"	1.46812530119516
"844"	"ii"	"enzyme"	1.46812530119515
"845"	"origin"	"animal"	1.46393769208415
"846"	"animal"	"origin"	1.46393769208415
"847"	"scholar"	"science"	1.4632379580578
"848"	"science"	"scholar"	1.4632379580578
"849"	"image"	"dataset"	1.46247338851546
"850"	"dataset"	"image"	1.46247338851546
"851"	"maker"	"decision"	1.46129812110128
"852"	"decision"	"maker"	1.46129812110128
"853"	"image"	"ground"	1.45813122248396
"854"	"ground"	"image"	1.45813122248396
"855"	"candidate"	"compound"	1.45764865445464
"856"	"compound"	"candidate"	1.45764865445464
"857"	"tocilizumab"	"cytokine"	1.45544986960235
"858"	"cytokine"	"tocilizumab"	1.45544986960235
"859"	"reaction"	"rt"	1.45499379142662
"860"	"rt"	"reaction"	1.45499379142662
"861"	"chain"	"rt"	1.45389554542479
"862"	"rt"	"chain"	1.45389554542479
"863"	"entry"	"angiotensin"	1.45304124640799
"864"	"angiotensin"	"entry"	1.45304124640799
"865"	"epitope"	"vaccine"	1.45290667136411
"866"	"vaccine"	"epitope"	1.45290667136411
"867"	"gene"	"genome"	1.44897919094952
"868"	"genome"	"gene"	1.44897919094952
"869"	"rbd"	"protein"	1.44832869361247
"870"	"protein"	"rbd"	1.44832869361247
"871"	"specificity"	"performance"	1.44800884743056
"872"	"performance"	"specificity"	1.44800884743056
"873"	"trials"	"trial"	1.44710073704996
"874"	"trial"	"trials"	1.44710073704996
"875"	"immunity"	"vaccination"	1.44266528120616
"876"	"vaccination"	"immunity"	1.44266528120616
"877"	"receptor"	"glycoprotein"	1.44032831365637
"878"	"glycoprotein"	"receptor"	1.44032831365637
"879"	"sensitivity"	"assay"	1.4364536150354
"880"	"assay"	"sensitivity"	1.4364536150354
"881"	"intubation"	"ventilation"	1.43339572312307
"882"	"ventilation"	"intubation"	1.43339572312307
"883"	"respondent"	"attitude"	1.43293608624507
"884"	"attitude"	"respondent"	1.43293608624507
"885"	"image"	"scan"	1.43046639516411
"886"	"scan"	"image"	1.43046639516411
"887"	"demand"	"supply"	1.42951205935298
"888"	"supply"	"demand"	1.42951205935298
"889"	"complex"	"structure"	1.42769057353773
"890"	"structure"	"complex"	1.42769057353773
"891"	"summary"	"material"	1.42013478232763
"892"	"material"	"summary"	1.42013478232763
"893"	"cough"	"throat"	1.41736872586958
"894"	"throat"	"cough"	1.41736872586958
"895"	"fusion"	"receptor"	1.41616173121247
"896"	"receptor"	"fusion"	1.41616173121247
"897"	"enzyme"	"binding"	1.41421109521906
"898"	"binding"	"enzyme"	1.41421109521906
"899"	"igm"	"sensitivity"	1.41300082093369
"900"	"sensitivity"	"igm"	1.41300082093369
"901"	"host"	"bat"	1.41186320740187
"902"	"bat"	"host"	1.41186320740187
"903"	"ultrasound"	"lung"	1.40843252831319
"904"	"lung"	"ultrasound"	1.40843252831319
"905"	"ratio"	"confidence"	1.40745369302239
"906"	"confidence"	"ratio"	1.40745369302239
"907"	"opacity"	"cough"	1.40660187725787
"908"	"cough"	"opacity"	1.40660187725787
"909"	"inhibitor"	"compound"	1.40632727474571
"910"	"compound"	"inhibitor"	1.40632727474571
"911"	"ci"	"confidence"	1.40540975546814
"912"	"confidence"	"ci"	1.40540975546814
"913"	"procedure"	"aerosol"	1.40493765559985
"914"	"aerosol"	"procedure"	1.40493765559985
"915"	"mutation"	"spike"	1.39448638655589
"916"	"spike"	"mutation"	1.39448638655589
"917"	"allocation"	"resource"	1.3912363281963
"918"	"resource"	"allocation"	1.3912363281963
"919"	"expression"	"tissue"	1.38919370894243
"920"	"tissue"	"expression"	1.38919370894243
"921"	"lesion"	"ct"	1.38252600720071
"922"	"ct"	"lesion"	1.38252600720071
"923"	"parent"	"family"	1.38176540634768
"924"	"family"	"parent"	1.38176540634768
"925"	"cough"	"glass"	1.38159084934271
"926"	"glass"	"cough"	1.38159084934271
"927"	"expression"	"angiotensin"	1.38127793343634
"928"	"angiotensin"	"expression"	1.38127793343634
"929"	"affinity"	"interaction"	1.37436654498405
"930"	"interaction"	"affinity"	1.37436654498405
"931"	"receptor"	"entry"	1.37424842436941
"932"	"entry"	"receptor"	1.37424842436941
"933"	"odd"	"regression"	1.37354545500347
"934"	"regression"	"odd"	1.37354545500347
"935"	"enzyme"	"rbd"	1.37186944566161
"936"	"rbd"	"enzyme"	1.37186944566161
"937"	"restriction"	"travel"	1.3696024592714
"938"	"travel"	"restriction"	1.3696024592714
"939"	"ppe"	"shortage"	1.36703483502003
"940"	"shortage"	"ppe"	1.36703483502003
"941"	"education"	"learning"	1.36675434705735
"942"	"learning"	"education"	1.36675434705735
"943"	"epitope"	"protein"	1.36035372234692
"944"	"protein"	"epitope"	1.36035372234692
"945"	"receptor"	"spike"	1.35352380848576
"946"	"spike"	"receptor"	1.35352380848576
"947"	"expression"	"enzyme"	1.34865164047381
"948"	"enzyme"	"expression"	1.34865164047381
"949"	"kidney"	"injury"	1.34814666073382
"950"	"injury"	"kidney"	1.34814666073382
"951"	"vaccine"	"vaccination"	1.34633786405591
"952"	"vaccination"	"vaccine"	1.34633786405591
"953"	"enzyme"	"protease"	1.34242372997952
"954"	"protease"	"enzyme"	1.34242372997952
"955"	"angiotensin"	"inhibitor"	1.34226797115494
"956"	"inhibitor"	"angiotensin"	1.34226797115494
"957"	"bed"	"icu"	1.34224717946492
"958"	"icu"	"bed"	1.34224717946492
"959"	"supplies"	"equipment"	1.34165817785804
"960"	"equipment"	"supplies"	1.34165817785804
"961"	"cytokine"	"activation"	1.34065101157473
"962"	"activation"	"cytokine"	1.34065101157473
"963"	"affinity"	"protein"	1.34002136555303
"964"	"protein"	"affinity"	1.34002136555303
"965"	"specimen"	"reverse"	1.33766973145307
"966"	"reverse"	"specimen"	1.33766973145307
"967"	"ppe"	"mask"	1.33615999951219
"968"	"mask"	"ppe"	1.33615999951219
"969"	"fibrosis"	"lung"	1.33464204569822
"970"	"lung"	"fibrosis"	1.33464204569822
"971"	"entry"	"spike"	1.33342203020381
"972"	"spike"	"entry"	1.33342203020381
"973"	"kit"	"sensitivity"	1.33337331500656
"974"	"sensitivity"	"kit"	1.33337331500656
"975"	"expression"	"entry"	1.33288425262073
"976"	"entry"	"expression"	1.33288425262073
"977"	"residue"	"protein"	1.33139940458688
"978"	"protein"	"residue"	1.33139940458688
"979"	"child"	"infant"	1.33126761399936
"980"	"infant"	"child"	1.33126761399936
"981"	"fever"	"throat"	1.33110549866545
"982"	"throat"	"fever"	1.33110549866545
"983"	"stress"	"sleep"	1.33066038535291
"984"	"sleep"	"stress"	1.33066038535291
"985"	"web"	"meta"	1.32521190403465
"986"	"meta"	"web"	1.32521190403465
"987"	"hygiene"	"mask"	1.32492618262341
"988"	"mask"	"hygiene"	1.32492618262341
"989"	"fear"	"anxiety"	1.32473212854042
"990"	"anxiety"	"fear"	1.32473212854042
"991"	"ratio"	"neutrophil"	1.32138005938231
"992"	"neutrophil"	"ratio"	1.32138005938231
"993"	"receptor"	"domain"	1.32007066824922
"994"	"domain"	"receptor"	1.32007066824922
"995"	"cough"	"ground"	1.31978169325952
"996"	"ground"	"cough"	1.31978169325952
"997"	"binding"	"protein"	1.31630417324236
"998"	"protein"	"binding"	1.31630417324236
"999"	"seir"	"model"	1.31497322867892
"1000"	"model"	"seir"	1.31497322867892
"1001"	"damage"	"organ"	1.31278967661569
"1002"	"organ"	"damage"	1.31278967661569
"1003"	"reaction"	"pcr"	1.31194851196062
"1004"	"pcr"	"reaction"	1.31194851196062
"1005"	"heart"	"cardiac"	1.31111525556426
"1006"	"cardiac"	"heart"	1.31111525556426
"1007"	"procalcitonin"	"protein"	1.30865124200258
"1008"	"protein"	"procalcitonin"	1.30865124200258
"1009"	"size"	"summary"	1.30521617178304
"1010"	"summary"	"size"	1.30521617178304
"1011"	"il"	"lymphocyte"	1.30467336418182
"1012"	"lymphocyte"	"il"	1.30467336418182
"1013"	"enzyme"	"inhibitor"	1.30460973533958
"1014"	"inhibitor"	"enzyme"	1.30460973533958
"1015"	"adverse"	"event"	1.29837856842066
"1016"	"event"	"adverse"	1.29837856842066
"1017"	"injury"	"cardiac"	1.29809559253262
"1018"	"cardiac"	"injury"	1.29809559253262
"1019"	"chain"	"pcr"	1.29806955683145
"1020"	"pcr"	"chain"	1.29806955683145
"1021"	"sensitivity"	"igg"	1.29769677436245
"1022"	"igg"	"sensitivity"	1.29769677436245
"1023"	"protease"	"target"	1.29041240333721
"1024"	"target"	"protease"	1.29041240333721
"1025"	"comorbidity"	"hypertension"	1.28791133501977
"1026"	"hypertension"	"comorbidity"	1.28791133501977
"1027"	"replacement"	"therapy"	1.28538509783741
"1028"	"therapy"	"replacement"	1.28538509783741
"1029"	"oxygan"	"ventilation"	1.28481429502995
"1030"	"ventilation"	"oxygan"	1.28481429502995
"1031"	"ratio"	"interval"	1.28353167750893
"1032"	"interval"	"ratio"	1.28353167750893
"1033"	"kidney"	"heart"	1.2827807412004
"1034"	"heart"	"kidney"	1.2827807412004
"1035"	"hazard"	"confidence"	1.28045511045329
"1036"	"confidence"	"hazard"	1.28045511045329
"1037"	"specimen"	"assay"	1.27692900641129
"1038"	"assay"	"specimen"	1.27692900641129
"1039"	"body"	"temperature"	1.27327763486189
"1040"	"temperature"	"body"	1.27327763486189
"1041"	"ci"	"interval"	1.27120633947982
"1042"	"interval"	"ci"	1.27120633947982
"1043"	"fda"	"drug"	1.26512991557519
"1044"	"drug"	"fda"	1.26512991557519
"1045"	"coronaviruse"	"human"	1.26359520971523
"1046"	"human"	"coronaviruse"	1.26359520971523
"1047"	"droplet"	"air"	1.26301630010274
"1048"	"air"	"droplet"	1.26301630010274
"1049"	"video"	"visit"	1.26281013289074
"1050"	"visit"	"video"	1.26281013289074
"1051"	"dimer"	"count"	1.26177211910687
"1052"	"count"	"dimer"	1.26177211910687
"1053"	"respondent"	"questionnaire"	1.25886401923097
"1054"	"questionnaire"	"respondent"	1.25886401923097
"1055"	"questionnaire"	"item"	1.25544849669818
"1056"	"item"	"questionnaire"	1.25544849669818
"1057"	"period"	"incubation"	1.25528244293782
"1058"	"incubation"	"period"	1.25528244293782
"1059"	"ed"	"emergency"	1.25407485959175
"1060"	"emergency"	"ed"	1.25407485959175
"1061"	"convenience"	"sample"	1.24828161974329
"1062"	"sample"	"convenience"	1.24828161974329
"1063"	"host"	"glycoprotein"	1.24497352501524
"1064"	"glycoprotein"	"host"	1.24497352501524
"1065"	"samples"	"sample"	1.24354655432938
"1066"	"sample"	"samples"	1.24354655432938
"1067"	"screening"	"screen"	1.24249768672332
"1068"	"screen"	"screening"	1.24249768672332
"1069"	"kit"	"detection"	1.24212189349213
"1070"	"detection"	"kit"	1.24212189349213
"1071"	"target"	"compound"	1.24112731852054
"1072"	"compound"	"target"	1.24112731852054
"1073"	"consolidation"	"lung"	1.23757120840792
"1074"	"lung"	"consolidation"	1.23757120840792
"1075"	"document"	"guidance"	1.23570445004601
"1076"	"guidance"	"document"	1.23570445004601
"1077"	"fusion"	"protein"	1.23403516241471
"1078"	"protein"	"fusion"	1.23403516241471
"1079"	"telehealth"	"provider"	1.23260555353721
"1080"	"provider"	"telehealth"	1.23260555353721
"1081"	"entry"	"host"	1.23217994937575
"1082"	"host"	"entry"	1.23217994937575
"1083"	"involvement"	"consolidation"	1.23145107690885
"1084"	"consolidation"	"involvement"	1.23145107690885
"1085"	"storm"	"activation"	1.23055755673428
"1086"	"activation"	"storm"	1.23055755673428
"1087"	"genome"	"rna"	1.22398242216853
"1088"	"rna"	"genome"	1.22398242216853
"1089"	"prediction"	"curve"	1.2234349577743
"1090"	"curve"	"prediction"	1.2234349577743
"1091"	"meta"	"science"	1.22260299867226
"1092"	"science"	"meta"	1.22260299867226
"1093"	"recruitment"	"trial"	1.22242686269647
"1094"	"trial"	"recruitment"	1.22242686269647
"1095"	"droplet"	"surface"	1.22206484244358
"1096"	"surface"	"droplet"	1.22206484244358
"1097"	"attitude"	"questionnaire"	1.22079527913052
"1098"	"questionnaire"	"attitude"	1.22079527913052
"1099"	"protein"	"docking"	1.22026481296287
"1100"	"docking"	"protein"	1.22026481296287
"1101"	"range"	"iqr"	1.2181260820346
"1102"	"iqr"	"range"	1.2181260820346
"1103"	"antibody"	"assay"	1.21802491269284
"1104"	"assay"	"antibody"	1.21802491269284
"1105"	"storm"	"release"	1.2173994387758
"1106"	"release"	"storm"	1.2173994387758
"1107"	"expression"	"receptor"	1.21653249947107
"1108"	"receptor"	"expression"	1.21653249947107
"1109"	"activation"	"il"	1.2130669560865
"1110"	"il"	"activation"	1.2130669560865
"1111"	"human"	"origin"	1.21254905957337
"1112"	"origin"	"human"	1.21254905957337
"1113"	"swab"	"reverse"	1.2113512237074
"1114"	"reverse"	"swab"	1.2113512237074
"1115"	"protocol"	"registration"	1.20865255937282
"1116"	"registration"	"protocol"	1.20865255937282
"1117"	"angiotensin"	"spike"	1.20459946129289
"1118"	"spike"	"angiotensin"	1.20459946129289
"1119"	"surface"	"spike"	1.20393674381923
"1120"	"spike"	"surface"	1.20393674381923
"1121"	"pcr"	"serology"	1.20361254895809
"1122"	"serology"	"pcr"	1.20361254895809
"1123"	"cox"	"cohort"	1.20161122811483
"1124"	"cohort"	"cox"	1.20161122811483
"1125"	"interaction"	"binding"	1.19922051362781
"1126"	"binding"	"interaction"	1.19922051362781
"1127"	"questionnaire"	"depression"	1.19518713795202
"1128"	"depression"	"questionnaire"	1.19518713795202
"1129"	"molecule"	"inhibitor"	1.19112622735558
"1130"	"inhibitor"	"molecule"	1.19112622735558
"1131"	"coronaviruse"	"animal"	1.18854700496804
"1132"	"animal"	"coronaviruse"	1.18854700496804
"1133"	"serum"	"antibody"	1.1876528908366
"1134"	"antibody"	"serum"	1.1876528908366
"1135"	"trauma"	"surgery"	1.18748777782339
"1136"	"surgery"	"trauma"	1.18748777782339
"1137"	"skill"	"education"	1.1867505694146
"1138"	"education"	"skill"	1.1867505694146
"1139"	"membrane"	"spike"	1.18633296285918
"1140"	"spike"	"membrane"	1.18633296285918
"1141"	"protease"	"spike"	1.18266923179643
"1142"	"spike"	"protease"	1.18266923179643
"1143"	"ventilator"	"ventilation"	1.18189283160845
"1144"	"ventilation"	"ventilator"	1.18189283160845
"1145"	"specimen"	"rt"	1.18174729668813
"1146"	"rt"	"specimen"	1.18174729668813
"1147"	"heart"	"failure"	1.17675330100749
"1148"	"failure"	"heart"	1.17675330100749
"1149"	"delivery"	"pregnancy"	1.17625507411675
"1150"	"pregnancy"	"delivery"	1.17625507411675
"1151"	"dehydrogenase"	"protein"	1.17483222938921
"1152"	"protein"	"dehydrogenase"	1.17483222938921
"1153"	"pressure"	"airway"	1.17450972941358
"1154"	"airway"	"pressure"	1.17450972941358
"1155"	"docking"	"drug"	1.17221076923351
"1156"	"drug"	"docking"	1.17221076923351
"1157"	"lesion"	"chest"	1.17151203167561
"1158"	"chest"	"lesion"	1.17151203167561
"1159"	"coronaviruse"	"viruse"	1.17074927699948
"1160"	"viruse"	"coronaviruse"	1.17074927699948
"1161"	"clinic"	"visit"	1.16908594334025
"1162"	"visit"	"clinic"	1.16908594334025
"1163"	"operating"	"procedure"	1.16666725973862
"1164"	"procedure"	"operating"	1.16666725973862
"1165"	"chloroquine"	"drug"	1.1583049699659
"1166"	"drug"	"chloroquine"	1.1583049699659
"1167"	"crp"	"protein"	1.1572968413906
"1168"	"protein"	"crp"	1.1572968413906
"1169"	"rt"	"swab"	1.15571345012967
"1170"	"swab"	"rt"	1.15571345012967
"1171"	"predictor"	"regression"	1.15006959100533
"1172"	"regression"	"predictor"	1.15006959100533
"1173"	"anti"	"assay"	1.14811695506855
"1174"	"assay"	"anti"	1.14811695506855
"1175"	"expression"	"protease"	1.1439252130584
"1176"	"protease"	"expression"	1.1439252130584
"1177"	"specificity"	"curve"	1.14347413164206
"1178"	"curve"	"specificity"	1.14347413164206
"1179"	"lesion"	"tomography"	1.14337242540464
"1180"	"tomography"	"lesion"	1.14337242540464
"1181"	"rbd"	"interaction"	1.14187639590741
"1182"	"interaction"	"rbd"	1.14187639590741
"1183"	"inflammation"	"activation"	1.14142757311195
"1184"	"activation"	"inflammation"	1.14142757311195
"1185"	"sex"	"male"	1.14059047621198
"1186"	"male"	"sex"	1.14059047621198
"1187"	"accuracy"	"performance"	1.13986095321055
"1188"	"performance"	"accuracy"	1.13986095321055
"1189"	"performance"	"sensitivity"	1.13929339805736
"1190"	"sensitivity"	"performance"	1.13929339805736
